gene,disease,category,mol_id,max_phase,VDR_score,GR_score,VDR_dominant,VDR_repro,GR_repro
MAPK14,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL9960,2.0,34.95,69.51,False,0.5,0.5405405405405406
CCR2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3545221,2.0,7.74,6.95,True,0.1,0.2162162162162162
TRPV1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3707293,2.0,0.0,0.0,False,0.0,0.027027027027027
MAPK14,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2103838,2.0,34.95,69.51,False,0.5,0.5405405405405406
CCR1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2178570,2.0,68.06,18.84,True,0.2,0.054054054054054
CFTR,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4650318,2.0,0.0,0.0,False,0.1,0.1621621621621621
PDE5A,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1928262,1.0,22.77,7.56,True,0.3,0.2432432432432432
NR3C1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2040682,2.0,56.91,9.43,True,0.2,0.1891891891891892
HRH2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL30,1.0,26.08,45.03,False,0.1,0.081081081081081
ADRB2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL32800,3.0,14.51,48.38,False,0.6,0.2972972972972973
TNF,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1201572,2.0,36.86,19.49,True,0.1,0.1081081081081081
TNF,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1201581,3.0,36.86,19.49,True,0.1,0.1081081081081081
ADRB2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1940832,2.0,14.51,48.38,False,0.6,0.2972972972972973
CXCR2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2178579,1.0,69.42,8.12,True,0.1,0.054054054054054
MAPK14,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3544968,1.0,34.95,69.51,False,0.5,0.5405405405405406
ADRB2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3545087,1.0,14.51,48.38,False,0.6,0.2972972972972973
ADRB2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3916700,1.0,14.51,48.38,False,0.6,0.2972972972972973
CHRM3,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3916700,1.0,11.74,0.0,True,0.2,0.054054054054054
ADORA2A,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1096896,2.0,2.81,2.2,True,0.1,0.1081081081081081
CHRM3,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3833319,4.0,11.74,0.0,True,0.2,0.054054054054054
CHRM3,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2308782,2.0,11.74,0.0,True,0.2,0.054054054054054
CHRM1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2308782,2.0,0.0,43.55,False,0.0,0.2432432432432432
CHRM2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2308782,2.0,0.0,3.5,False,0.0,0.081081081081081
P2RY12,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL398435,2.0,0.0,96.27,False,0.0,0.054054054054054
ADRB1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2356097,3.0,3.23,169.87,False,0.1,0.3783783783783784
ADRB2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1315867,3.0,14.51,48.38,False,0.6,0.2972972972972973
IFNAR1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1201562,2.0,18.05,43.92,False,0.3,0.2432432432432432
IL18,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2109604,1.0,10.77,91.56,False,0.1,0.2972972972972973
IL1R1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2109607,2.0,5.72,333.19,False,0.2,0.6486486486486487
IL4R,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2108675,3.0,24.75,50.92,False,0.5,0.2162162162162162
PTGDR2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3137332,2.0,5.28,3.67,True,0.2,0.1081081081081081
MAPK14,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL5314397,2.0,34.95,69.51,False,0.5,0.5405405405405406
TSLP,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3707229,2.0,23.96,3.11,True,0.2,0.1351351351351351
PIK3CD,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2216859,2.0,13.67,23.02,False,0.3,0.3243243243243243
INPP5D,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3989954,2.0,179.9,33.08,True,0.4,0.1891891891891892
ADRB2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1240967,2.0,14.51,48.38,False,0.6,0.2972972972972973
MMP9,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297352,2.0,11.54,71.71,False,0.2,0.2162162162162162
MMP12,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297352,2.0,0.0,0.0,False,0.0,0.027027027027027
NR3C1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4072756,2.0,56.91,9.43,True,0.2,0.1891891891891892
CHRM3,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1921904,2.0,11.74,0.0,True,0.2,0.054054054054054
ADRB2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1084173,2.0,14.51,48.38,False,0.6,0.2972972972972973
ADRB2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297483,2.0,14.51,48.38,False,0.6,0.2972972972972973
CHRM3,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297483,2.0,11.74,0.0,True,0.2,0.054054054054054
HCRTR1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297590,1.0,0.0,3.87,False,0.0,0.081081081081081
HCRTR2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297590,1.0,0.0,0.0,False,0.0,0.0
ELANE,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3617964,2.0,64.17,29.71,True,0.2,0.3783783783783784
MARCKS,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297701,2.0,12.36,34.9,False,0.4,0.2702702702702703
FGFR2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,5.13,13.28,False,0.1,0.081081081081081
FRK,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,12.26,21.27,False,0.2,0.2972972972972973
BRAF,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,15.34,42.78,False,0.4,0.3243243243243243
KDR,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,7.48,97.78,False,0.2,0.3243243243243243
PDGFRB,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,0.0,30.47,False,0.0,0.2162162162162162
FGFR1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,7.25,63.29,False,0.4,0.3243243243243243
FLT1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,3.67,190.86,False,0.1,0.2972972972972973
KIT,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,21.29,137.44,False,0.3,0.3513513513513513
DDR2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,0.0,0.0,False,0.0,0.081081081081081
MAPK11,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,4.16,27.38,False,0.4,0.4054054054054054
PDGFRA,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,4.42,134.3,False,0.2,0.2702702702702703
FLT4,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,0.0,0.0,False,0.0,0.081081081081081
ABL1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,34.44,83.06,False,0.2,0.1891891891891892
RET,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,3.91,27.19,False,0.1,0.0
TEK,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,0.0,0.0,False,0.0,0.054054054054054
NTRK1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,10.46,79.17,False,0.4,0.2432432432432432
EPHA2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,21.18,53.58,False,0.4,0.4324324324324324
RAF1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1946170,2.0,19.66,40.61,False,0.4,0.4054054054054054
NR3C1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1159650,2.0,56.91,9.43,True,0.2,0.1891891891891892
TYMS,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL185,3.0,10.85,10.02,True,0.4,0.4054054054054054
NR3C1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL650,3.0,56.91,9.43,True,0.2,0.1891891891891892
TYMS,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1773,3.0,10.85,10.02,True,0.4,0.4054054054054054
VEGFA,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1201583,3.0,110.38,11.56,True,0.4,0.4324324324324324
MET,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3334567,2.0,22.4,124.2,False,0.1,0.2972972972972973
SIRT1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297436,1.0,41.02,239.18,False,0.5,0.4594594594594595
ELANE,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297879,3.0,64.17,29.71,True,0.2,0.3783783783783784
EPHX2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3818875,1.0,12.61,0.0,True,0.3,0.2162162162162162
PDCD1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2108738,2.0,0.0,76.52,False,0.0,0.2432432432432432
CYSLTR1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1200681,3.0,14.82,0.0,True,0.1,0.027027027027027
ADH5,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3989910,2.0,48.36,80.42,False,0.1,0.3783783783783784
CXCR1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297480,1.0,4.96,0.0,True,0.1,0.054054054054054
CXCR2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4297480,1.0,69.42,8.12,True,0.1,0.054054054054054
PDE3A,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4594287,4.0,11.67,0.0,True,0.1,0.1081081081081081
IL33,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL4594594,3.0,0.0,3.73,False,0.0,0.054054054054054
CHRM3,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3707243,4.0,11.74,0.0,True,0.2,0.054054054054054
CHRM1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3707243,4.0,0.0,43.55,False,0.0,0.2432432432432432
CHRM2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3707243,4.0,0.0,3.5,False,0.0,0.081081081081081
NR3C1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3666807,1.0,56.91,9.43,True,0.2,0.1891891891891892
PDE5A,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1737,2.0,22.77,7.56,True,0.3,0.2432432432432432
EGFR,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1201577,2.0,11.86,370.19,False,0.2,0.4864864864864865
BRAF,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3301612,2.0,15.34,42.78,False,0.4,0.3243243243243243
ADORA1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL3545162,2.0,0.0,198.31,False,0.0,0.2432432432432432
SLC12A1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL35,3.0,2.43,8.67,False,0.2,0.1351351351351351
SNAP25,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1201574,2.0,0.0,131.76,False,0.0,0.2702702702702703
CXCR1,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2103864,2.0,4.96,0.0,True,0.1,0.054054054054054
CXCR2,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL2103864,2.0,69.42,8.12,True,0.1,0.054054054054054
P2RY12,"Pulmonary Disease, Chronic Obstructive",respiratory,CHEMBL1083385,3.0,0.0,96.27,False,0.0,0.054054054054054
CYSLTR1,"Rhinitis, Allergic",respiratory,CHEMBL1200681,4.0,14.82,0.0,True,0.1,0.027027027027027
NR3C1,"Rhinitis, Allergic",respiratory,CHEMBL1161,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Rhinitis, Allergic",respiratory,CHEMBL1200500,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Rhinitis, Allergic",respiratory,CHEMBL1201014,4.0,56.91,9.43,True,0.2,0.1891891891891892
HRH1,"Rhinitis, Allergic",respiratory,CHEMBL3188034,4.0,140.89,65.51,True,0.4,0.4324324324324324
HRH1,"Rhinitis, Allergic",respiratory,CHEMBL1200795,4.0,140.89,65.51,True,0.4,0.4324324324324324
HRH1,"Rhinitis, Allergic",respiratory,CHEMBL1200809,4.0,140.89,65.51,True,0.4,0.4324324324324324
NR3C1,"Rhinitis, Allergic",respiratory,CHEMBL384467,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Rhinitis, Allergic",respiratory,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
HRH1,"Rhinitis, Allergic",respiratory,CHEMBL1620,4.0,140.89,65.51,True,0.4,0.4324324324324324
CD80,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201823,4.0,11.29,0.0,True,0.0,0.2972972972972973
CD86,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201823,4.0,26.86,18.65,True,0.1,0.027027027027027
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201580,4.0,36.86,19.49,True,0.1,0.1081081081081081
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL118,4.0,6.62,3.24,True,0.2,0.1891891891891892
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201831,4.0,36.86,19.49,True,0.1,0.1081081081081081
MC2R,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201610,3.0,0.0,111.82,False,0.0,0.1081081081081081
SLC29A1,"Arthritis, Rheumatoid",autoimmune,CHEMBL932,2.0,34.57,42.62,False,0.3,0.3513513513513513
PDE5A,"Arthritis, Rheumatoid",autoimmune,CHEMBL932,2.0,22.77,7.56,True,0.3,0.2432432432432432
PDE3A,"Arthritis, Rheumatoid",autoimmune,CHEMBL932,2.0,11.67,0.0,True,0.1,0.1081081081081081
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201572,4.0,36.86,19.49,True,0.1,0.1081081081081081
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201581,4.0,36.86,19.49,True,0.1,0.1081081081081081
DHFR,"Arthritis, Rheumatoid",autoimmune,CHEMBL34259,4.0,33.89,42.56,False,0.6,0.3513513513513513
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1200806,4.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL131,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
MS4A1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201576,4.0,0.0,8.92,False,0.0,0.1351351351351351
FKBP1A,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201182,2.0,10.99,52.01,False,0.2,0.3243243243243243
IL6R,"Arthritis, Rheumatoid",autoimmune,CHEMBL1237022,4.0,99.59,82.9,True,0.5,0.3783783783783784
JAK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL2103743,4.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2103743,4.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL2103743,4.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Arthritis, Rheumatoid",autoimmune,CHEMBL2103743,4.0,10.18,31.66,False,0.1,0.2162162162162162
IL1R1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201570,4.0,5.72,333.19,False,0.2,0.6486486486486487
PPAT,"Arthritis, Rheumatoid",autoimmune,CHEMBL1542,4.0,6.72,17.2,False,0.3,0.2432432432432432
TNFSF13B,"Arthritis, Rheumatoid",autoimmune,CHEMBL1789843,2.0,0.0,0.0,False,0.0,0.0
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL139,4.0,6.62,3.24,True,0.2,0.1891891891891892
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201833,4.0,36.86,19.49,True,0.1,0.1081081081081081
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL154,4.0,6.62,3.24,True,0.2,0.1891891891891892
MS4A1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201836,3.0,0.0,8.92,False,0.0,0.1351351351351351
DHODH,"Arthritis, Rheumatoid",autoimmune,CHEMBL960,4.0,19.91,36.24,False,0.2,0.2432432432432432
TNFSF11,"Arthritis, Rheumatoid",autoimmune,CHEMBL1237023,3.0,0.0,0.0,False,0.0,0.1081081081081081
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1034,4.0,6.62,3.24,True,0.2,0.1891891891891892
CCR5,"Arthritis, Rheumatoid",autoimmune,CHEMBL256907,2.0,19.46,0.0,True,0.1,0.0
ITGB7,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201607,2.0,62.27,17.23,True,0.2,0.1621621621621621
IL1B,"Arthritis, Rheumatoid",autoimmune,CHEMBL1201834,2.0,10.2,45.09,False,0.3,0.2702702702702703
HMGCR,"Arthritis, Rheumatoid",autoimmune,CHEMBL503,2.0,23.51,34.51,False,0.3,0.3783783783783784
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1200878,2.0,56.91,9.43,True,0.2,0.1891891891891892
FDPS,"Arthritis, Rheumatoid",autoimmune,CHEMBL4303669,3.0,31.62,28.96,True,0.4,0.4324324324324324
IL17A,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743068,3.0,0.0,0.0,False,0.0,0.0
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2021430,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1650,4.0,56.91,9.43,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL527,4.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL384467,4.0,56.91,9.43,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL622,4.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL599,4.0,6.62,3.24,True,0.2,0.1891891891891892
JAK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL3301607,3.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL3301607,3.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL3301607,3.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Arthritis, Rheumatoid",autoimmune,CHEMBL3301607,3.0,10.18,31.66,False,0.1,0.2162162162162162
IL6R,"Arthritis, Rheumatoid",autoimmune,CHEMBL2108730,4.0,99.59,82.9,True,0.5,0.3783783783783784
JAK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL3137308,3.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL3137308,3.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL3137308,3.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Arthritis, Rheumatoid",autoimmune,CHEMBL3137308,3.0,10.18,31.66,False,0.1,0.2162162162162162
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL1088751,2.0,34.95,69.51,False,0.5,0.5405405405405406
MS4A1,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743088,2.0,0.0,8.92,False,0.0,0.1351351351351351
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL2108739,2.0,36.86,19.49,True,0.1,0.1081081081081081
JAK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL2105759,4.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2105759,4.0,12.81,85.48,False,0.2,0.2972972972972973
CD4,"Arthritis, Rheumatoid",autoimmune,CHEMBL2108063,2.0,0.0,0.0,False,0.0,0.027027027027027
IL6,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743050,3.0,3.51,56.98,False,0.2,0.1891891891891892
GMPS,"Arthritis, Rheumatoid",autoimmune,CHEMBL245019,3.0,14.64,30.96,False,0.2,0.2702702702702703
IMPDH1,"Arthritis, Rheumatoid",autoimmune,CHEMBL245019,3.0,22.26,39.69,False,0.2,0.3513513513513513
TNFSF13B,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743075,3.0,0.0,0.0,False,0.0,0.0
JAK3,"Arthritis, Rheumatoid",autoimmune,CHEMBL3039513,2.0,10.18,31.66,False,0.1,0.2162162162162162
CD3E,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743053,1.0,0.0,14.1,False,0.0,0.027027027027027
IL6,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743071,3.0,3.51,56.98,False,0.2,0.1891891891891892
SYK,"Arthritis, Rheumatoid",autoimmune,CHEMBL2103830,3.0,55.92,6.88,True,0.4,0.2432432432432432
IL17A,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743034,2.0,0.0,0.0,False,0.0,0.0
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL514201,2.0,34.95,69.51,False,0.5,0.5405405405405406
TNF,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743054,2.0,36.86,19.49,True,0.1,0.1081081081081081
KIT,"Arthritis, Rheumatoid",autoimmune,CHEMBL1908391,2.0,21.29,137.44,False,0.3,0.3513513513513513
FGFR3,"Arthritis, Rheumatoid",autoimmune,CHEMBL1908391,2.0,21.59,21.82,False,0.1,0.1081081081081081
PDGFRA,"Arthritis, Rheumatoid",autoimmune,CHEMBL1908391,2.0,4.42,134.3,False,0.2,0.2702702702702703
PDGFRB,"Arthritis, Rheumatoid",autoimmune,CHEMBL1908391,2.0,0.0,30.47,False,0.0,0.2162162162162162
LTA,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743056,2.0,27.76,19.49,True,0.1,0.1081081081081081
IL1B,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743026,2.0,10.2,45.09,False,0.3,0.2702702702702703
IL22,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743017,2.0,0.0,0.0,False,0.0,0.0
CD4,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743083,2.0,0.0,0.0,False,0.0,0.027027027027027
BTK,"Arthritis, Rheumatoid",autoimmune,CHEMBL3301600,2.0,209.73,65.13,True,0.4,0.2432432432432432
NR3C1,"Arthritis, Rheumatoid",autoimmune,CHEMBL3137316,2.0,56.91,9.43,True,0.2,0.1891891891891892
TNFSF13B,"Arthritis, Rheumatoid",autoimmune,CHEMBL1742986,2.0,0.0,0.0,False,0.0,0.0
TNFSF13,"Arthritis, Rheumatoid",autoimmune,CHEMBL1742986,2.0,15.47,48.73,False,0.5,0.5405405405405406
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL1230065,2.0,34.95,69.51,False,0.5,0.5405405405405406
IL6,"Arthritis, Rheumatoid",autoimmune,CHEMBL2108589,2.0,3.51,56.98,False,0.2,0.1891891891891892
CD19,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109337,1.0,83.95,15.34,True,0.1,0.2702702702702703
IL17RA,"Arthritis, Rheumatoid",autoimmune,CHEMBL1742996,2.0,28.82,33.51,False,0.3,0.3243243243243243
MS4A1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2108041,3.0,0.0,8.92,False,0.0,0.1351351351351351
CSF2,"Arthritis, Rheumatoid",autoimmune,CHEMBL1743044,2.0,20.08,203.2,False,0.2,0.1351351351351351
P2RX7,"Arthritis, Rheumatoid",autoimmune,CHEMBL3545108,2.0,9.05,13.8,False,0.2,0.2972972972972973
CCR5,"Arthritis, Rheumatoid",autoimmune,CHEMBL1951914,2.0,19.46,0.0,True,0.1,0.0
MAPKAPK5,"Arthritis, Rheumatoid",autoimmune,CHEMBL5095028,2.0,12.14,67.51,False,0.3,0.5135135135135135
JAK1,"Arthritis, Rheumatoid",autoimmune,CHEMBL3545225,2.0,12.81,85.48,False,0.2,0.2972972972972973
IL1R1,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109458,2.0,5.72,333.19,False,0.2,0.6486486486486487
CSF2,"Arthritis, Rheumatoid",autoimmune,CHEMBL2109433,3.0,20.08,203.2,False,0.2,0.1351351351351351
CSF1R,"Arthritis, Rheumatoid",autoimmune,CHEMBL3639728,1.0,7.53,84.26,False,0.2,0.1351351351351351
SYK,"Arthritis, Rheumatoid",autoimmune,CHEMBL5095034,1.0,55.92,6.88,True,0.4,0.2432432432432432
P2RX7,"Arthritis, Rheumatoid",autoimmune,CHEMBL1823817,2.0,9.05,13.8,False,0.2,0.2972972972972973
FLT3,"Arthritis, Rheumatoid",autoimmune,CHEMBL3813873,1.0,8.72,45.79,False,0.1,0.1351351351351351
CSF1R,"Arthritis, Rheumatoid",autoimmune,CHEMBL3813873,1.0,7.53,84.26,False,0.2,0.1351351351351351
KIT,"Arthritis, Rheumatoid",autoimmune,CHEMBL3813873,1.0,21.29,137.44,False,0.3,0.3513513513513513
JAK2,"Arthritis, Rheumatoid",autoimmune,CHEMBL3545241,1.0,21.27,62.01,False,0.2,0.2432432432432432
CSF1R,"Arthritis, Rheumatoid",autoimmune,CHEMBL3674570,2.0,7.53,84.26,False,0.2,0.1351351351351351
MMP9,"Arthritis, Rheumatoid",autoimmune,CHEMBL3833374,2.0,11.54,71.71,False,0.2,0.2162162162162162
MAPK14,"Arthritis, Rheumatoid",autoimmune,CHEMBL3545398,2.0,34.95,69.51,False,0.5,0.5405405405405406
CCR1,"Arthritis, Rheumatoid",autoimmune,CHEMBL4444976,2.0,68.06,18.84,True,0.2,0.054054054054054
HRH4,"Arthritis, Rheumatoid",autoimmune,CHEMBL3301609,2.0,6.54,0.0,True,0.1,0.0
TNFSF14,"Arthritis, Rheumatoid",autoimmune,CHEMBL1742988,2.0,35.06,90.67,False,0.2,0.4054054054054054
LTA,"Arthritis, Rheumatoid",autoimmune,CHEMBL1742988,2.0,27.76,19.49,True,0.1,0.1081081081081081
PTGS2,"Arthritis, Rheumatoid",autoimmune,CHEMBL416146,3.0,6.62,3.24,True,0.2,0.1891891891891892
