gene,disease,category,mol_id,max_phase,VDR_score,GR_score,VDR_dominant,VDR_repro,GR_repro
TLR8,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4650329,1.0,0.0,0.0,False,0.0,0.054054054054054
TNFSF13B,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4650245,2.0,0.0,0.0,False,0.0,0.0
TLR7,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4802159,2.0,0.0,3.51,False,0.1,0.027027027027027
TLR8,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL4802159,2.0,0.0,0.0,False,0.0,0.054054054054054
HRH2,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL902,1.0,26.08,45.03,False,0.1,0.081081081081081
CD28,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL3137354,2.0,0.0,54.88,False,0.0,0.1081081081081081
IL6,"Lupus Erythematosus, Systemic",autoimmune,CHEMBL6068160,2.0,3.51,56.98,False,0.2,0.1891891891891892
TNF,"Spondylitis, Ankylosing",autoimmune,CHEMBL1201580,4.0,36.86,19.49,True,0.1,0.1081081081081081
PTGS2,"Spondylitis, Ankylosing",autoimmune,CHEMBL118,4.0,6.62,3.24,True,0.2,0.1891891891891892
TNF,"Spondylitis, Ankylosing",autoimmune,CHEMBL1201572,4.0,36.86,19.49,True,0.1,0.1081081081081081
TNF,"Spondylitis, Ankylosing",autoimmune,CHEMBL1201581,4.0,36.86,19.49,True,0.1,0.1081081081081081
CD80,"Spondylitis, Ankylosing",autoimmune,CHEMBL1201823,2.0,11.29,0.0,True,0.0,0.2972972972972973
CD86,"Spondylitis, Ankylosing",autoimmune,CHEMBL1201823,2.0,26.86,18.65,True,0.1,0.027027027027027
PTGS2,"Spondylitis, Ankylosing",autoimmune,CHEMBL139,3.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Spondylitis, Ankylosing",autoimmune,CHEMBL6,4.0,6.62,3.24,True,0.2,0.1891891891891892
IL17A,"Spondylitis, Ankylosing",autoimmune,CHEMBL1743068,4.0,0.0,0.0,False,0.0,0.0
PTGS2,"Spondylitis, Ankylosing",autoimmune,CHEMBL421,2.0,6.62,3.24,True,0.2,0.1891891891891892
ALOX5,"Spondylitis, Ankylosing",autoimmune,CHEMBL421,2.0,3.77,14.06,False,0.1,0.1081081081081081
TNF,"Spondylitis, Ankylosing",autoimmune,CHEMBL1201833,4.0,36.86,19.49,True,0.1,0.1081081081081081
TNF,"Spondylitis, Ankylosing",autoimmune,CHEMBL1201831,4.0,36.86,19.49,True,0.1,0.1081081081081081
PTGS2,"Spondylitis, Ankylosing",autoimmune,CHEMBL154,4.0,6.62,3.24,True,0.2,0.1891891891891892
IL6R,"Spondylitis, Ankylosing",autoimmune,CHEMBL1237022,3.0,99.59,82.9,True,0.5,0.3783783783783784
PTGS2,"Spondylitis, Ankylosing",autoimmune,CHEMBL599,3.0,6.62,3.24,True,0.2,0.1891891891891892
PTGS2,"Spondylitis, Ankylosing",autoimmune,CHEMBL1200806,4.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,"Spondylitis, Ankylosing",autoimmune,CHEMBL650,2.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Spondylitis, Ankylosing",autoimmune,CHEMBL2021430,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Spondylitis, Ankylosing",autoimmune,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Spondylitis, Ankylosing",autoimmune,CHEMBL131,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Spondylitis, Ankylosing",autoimmune,CHEMBL384467,4.0,56.91,9.43,True,0.2,0.1891891891891892
IL17A,"Spondylitis, Ankylosing",autoimmune,CHEMBL1743034,3.0,0.0,0.0,False,0.0,0.0
IL6R,"Spondylitis, Ankylosing",autoimmune,CHEMBL2108730,2.0,99.59,82.9,True,0.5,0.3783783783783784
IL17RA,"Spondylitis, Ankylosing",autoimmune,CHEMBL1742996,3.0,28.82,33.51,False,0.3,0.3243243243243243
PTGS2,"Spondylitis, Ankylosing",autoimmune,CHEMBL416146,3.0,6.62,3.24,True,0.2,0.1891891891891892
DHFR,"Spondylitis, Ankylosing",autoimmune,CHEMBL34259,3.0,33.89,42.56,False,0.6,0.3513513513513513
PTGER3,"Spondylitis, Ankylosing",autoimmune,CHEMBL606,3.0,0.0,0.0,False,0.0,0.081081081081081
MS4A1,"Spondylitis, Ankylosing",autoimmune,CHEMBL1201576,2.0,0.0,8.92,False,0.0,0.1351351351351351
JAK2,"Spondylitis, Ankylosing",autoimmune,CHEMBL3301607,3.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Spondylitis, Ankylosing",autoimmune,CHEMBL3301607,3.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Spondylitis, Ankylosing",autoimmune,CHEMBL3301607,3.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Spondylitis, Ankylosing",autoimmune,CHEMBL3301607,3.0,10.18,31.66,False,0.1,0.2162162162162162
MAPK14,"Spondylitis, Ankylosing",autoimmune,CHEMBL1088750,2.0,34.95,69.51,False,0.5,0.5405405405405406
CSF2,"Spondylitis, Ankylosing",autoimmune,CHEMBL1743044,2.0,20.08,203.2,False,0.2,0.1351351351351351
IL17F,"Spondylitis, Ankylosing",autoimmune,CHEMBL4297700,3.0,0.0,0.0,False,0.0,0.027027027027027
IL17A,"Spondylitis, Ankylosing",autoimmune,CHEMBL4297700,3.0,0.0,0.0,False,0.0,0.0
IL17A,"Spondylitis, Ankylosing",autoimmune,CHEMBL4298102,2.0,0.0,0.0,False,0.0,0.0
IL17A,"Spondylitis, Ankylosing",autoimmune,CHEMBL4297686,2.0,0.0,0.0,False,0.0,0.0
JAK2,"Spondylitis, Ankylosing",autoimmune,CHEMBL2103743,2.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Spondylitis, Ankylosing",autoimmune,CHEMBL2103743,2.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,"Spondylitis, Ankylosing",autoimmune,CHEMBL2103743,2.0,20.2,73.07,False,0.3,0.3783783783783784
JAK3,"Spondylitis, Ankylosing",autoimmune,CHEMBL2103743,2.0,10.18,31.66,False,0.1,0.2162162162162162
TNFSF13B,Multiple Sclerosis,autoimmune,CHEMBL1742986,2.0,0.0,0.0,False,0.0,0.0
TNFSF13,Multiple Sclerosis,autoimmune,CHEMBL1742986,2.0,15.47,48.73,False,0.5,0.5405405405405406
PGR,Multiple Sclerosis,autoimmune,CHEMBL1476022,3.0,6.14,0.0,True,0.1,0.1621621621621621
MS4A1,Multiple Sclerosis,autoimmune,CHEMBL1201836,4.0,0.0,8.92,False,0.0,0.1351351351351351
SNAP25,Multiple Sclerosis,autoimmune,CHEMBL1201574,3.0,0.0,131.76,False,0.0,0.2702702702702703
IL17A,Multiple Sclerosis,autoimmune,CHEMBL1743068,2.0,0.0,0.0,False,0.0,0.0
DHODH,Multiple Sclerosis,autoimmune,CHEMBL973,4.0,19.91,36.24,False,0.2,0.2432432432432432
ABL1,Multiple Sclerosis,autoimmune,CHEMBL1642,2.0,34.44,83.06,False,0.2,0.1891891891891892
PDGFRB,Multiple Sclerosis,autoimmune,CHEMBL1642,2.0,0.0,30.47,False,0.0,0.2162162162162162
KIT,Multiple Sclerosis,autoimmune,CHEMBL1642,2.0,21.29,137.44,False,0.3,0.3513513513513513
CA1,Multiple Sclerosis,autoimmune,CHEMBL20,2.0,0.0,2.45,False,0.0,0.054054054054054
CA2,Multiple Sclerosis,autoimmune,CHEMBL20,2.0,12.79,21.88,False,0.2,0.2972972972972973
CA12,Multiple Sclerosis,autoimmune,CHEMBL20,2.0,20.55,19.07,True,0.3,0.3243243243243243
CA4,Multiple Sclerosis,autoimmune,CHEMBL20,2.0,19.63,10.22,True,0.2,0.2432432432432432
PTGS2,Multiple Sclerosis,autoimmune,CHEMBL112,3.0,6.62,3.24,True,0.2,0.1891891891891892
FAAH,Multiple Sclerosis,autoimmune,CHEMBL112,3.0,9.36,119.53,False,0.1,0.2162162162162162
TRPV1,Multiple Sclerosis,autoimmune,CHEMBL112,3.0,0.0,0.0,False,0.0,0.027027027027027
VDR,Multiple Sclerosis,autoimmune,CHEMBL1042,2.0,30.94,15.24,True,0.4,0.1621621621621621
PTGS2,Multiple Sclerosis,autoimmune,CHEMBL25,3.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,Multiple Sclerosis,autoimmune,CHEMBL384467,4.0,56.91,9.43,True,0.2,0.1891891891891892
SLC6A2,Multiple Sclerosis,autoimmune,CHEMBL612,2.0,0.0,0.0,False,0.0,0.027027027027027
SLC6A3,Multiple Sclerosis,autoimmune,CHEMBL612,2.0,0.0,7.65,False,0.0,0.1081081081081081
TOP2A,Multiple Sclerosis,autoimmune,CHEMBL1738,2.0,7.79,94.71,False,0.1,0.2702702702702703
ESR1,Multiple Sclerosis,autoimmune,CHEMBL135,3.0,0.0,18.72,False,0.0,0.054054054054054
CNR1,Multiple Sclerosis,autoimmune,CHEMBL465,2.0,22.58,49.88,False,0.1,0.081081081081081
SLC6A2,Multiple Sclerosis,autoimmune,CHEMBL1200328,3.0,0.0,0.0,False,0.0,0.027027027027027
SLC6A4,Multiple Sclerosis,autoimmune,CHEMBL1200328,3.0,4.7,0.0,True,0.1,0.1081081081081081
ADRB2,Multiple Sclerosis,autoimmune,CHEMBL559180,1.0,14.51,48.38,False,0.6,0.2972972972972973
ADRA1A,Multiple Sclerosis,autoimmune,CHEMBL559180,1.0,7.35,0.0,True,0.1,0.054054054054054
HRH1,Multiple Sclerosis,autoimmune,CHEMBL998,1.0,140.89,65.51,True,0.4,0.4324324324324324
OPRD1,Multiple Sclerosis,autoimmune,CHEMBL19019,3.0,0.0,24.67,False,0.0,0.081081081081081
DHFR,Multiple Sclerosis,autoimmune,CHEMBL34259,3.0,33.89,42.56,False,0.6,0.3513513513513513
NR3C1,Multiple Sclerosis,autoimmune,CHEMBL1201081,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Multiple Sclerosis,autoimmune,CHEMBL650,4.0,56.91,9.43,True,0.2,0.1891891891891892
TOP2A,Multiple Sclerosis,autoimmune,CHEMBL1417019,4.0,7.79,94.71,False,0.1,0.2702702702702703
NR3C1,Multiple Sclerosis,autoimmune,CHEMBL1152,4.0,56.91,9.43,True,0.2,0.1891891891891892
SCN4A,Multiple Sclerosis,autoimmune,CHEMBL1068,2.0,0.0,5.51,False,0.0,0.1081081081081081
SCN5A,Multiple Sclerosis,autoimmune,CHEMBL1068,2.0,0.0,18.58,False,0.0,0.1081081081081081
NR3C1,Multiple Sclerosis,autoimmune,CHEMBL1201014,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Multiple Sclerosis,autoimmune,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
HRH1,Multiple Sclerosis,autoimmune,CHEMBL17157,3.0,140.89,65.51,True,0.4,0.4324324324324324
CACNA1B,Multiple Sclerosis,autoimmune,CHEMBL940,2.0,0.0,0.0,False,0.0,0.081081081081081
CA2,Multiple Sclerosis,autoimmune,CHEMBL220492,2.0,12.79,21.88,False,0.2,0.2972972972972973
GRIA2,Multiple Sclerosis,autoimmune,CHEMBL220492,2.0,0.0,0.0,False,0.0,0.027027027027027
GRIA1,Multiple Sclerosis,autoimmune,CHEMBL220492,2.0,0.0,0.0,False,0.0,0.027027027027027
SCN4A,Multiple Sclerosis,autoimmune,CHEMBL220492,2.0,0.0,5.51,False,0.0,0.1081081081081081
CA4,Multiple Sclerosis,autoimmune,CHEMBL220492,2.0,19.63,10.22,True,0.2,0.2432432432432432
SCN5A,Multiple Sclerosis,autoimmune,CHEMBL220492,2.0,0.0,18.58,False,0.0,0.1081081081081081
VDR,Multiple Sclerosis,autoimmune,CHEMBL1536,3.0,30.94,15.24,True,0.4,0.1621621621621621
IMPDH1,Multiple Sclerosis,autoimmune,CHEMBL1456,2.0,22.26,39.69,False,0.2,0.3513513513513513
SCN4A,Multiple Sclerosis,autoimmune,CHEMBL744,2.0,0.0,5.51,False,0.0,0.1081081081081081
SCN5A,Multiple Sclerosis,autoimmune,CHEMBL744,2.0,0.0,18.58,False,0.0,0.1081081081081081
HRH1,Multiple Sclerosis,autoimmune,CHEMBL1200795,1.0,140.89,65.51,True,0.4,0.4324324324324324
PTGS2,Multiple Sclerosis,autoimmune,CHEMBL154,3.0,6.62,3.24,True,0.2,0.1891891891891892
HRH1,Multiple Sclerosis,autoimmune,CHEMBL1200927,3.0,140.89,65.51,True,0.4,0.4324324324324324
SLC6A3,Multiple Sclerosis,autoimmune,CHEMBL1373,3.0,0.0,7.65,False,0.0,0.1081081081081081
HRH2,Multiple Sclerosis,autoimmune,CHEMBL1790041,3.0,26.08,45.03,False,0.1,0.081081081081081
DRD2,Multiple Sclerosis,autoimmune,CHEMBL3188993,1.0,0.0,3.32,False,0.1,0.081081081081081
HTR2A,Multiple Sclerosis,autoimmune,CHEMBL3188993,1.0,7.67,0.0,True,0.2,0.081081081081081
HTR2C,Multiple Sclerosis,autoimmune,CHEMBL3188993,1.0,0.0,0.0,False,0.0,0.0
NR3C1,Multiple Sclerosis,autoimmune,CHEMBL131,4.0,56.91,9.43,True,0.2,0.1891891891891892
PTGS2,Multiple Sclerosis,autoimmune,CHEMBL521,3.0,6.62,3.24,True,0.2,0.1891891891891892
NR3C1,Multiple Sclerosis,autoimmune,CHEMBL1504,4.0,56.91,9.43,True,0.2,0.1891891891891892
SLC6A2,Multiple Sclerosis,autoimmune,CHEMBL796,3.0,0.0,0.0,False,0.0,0.027027027027027
SLC6A3,Multiple Sclerosis,autoimmune,CHEMBL796,3.0,0.0,7.65,False,0.0,0.1081081081081081
HMGCR,Multiple Sclerosis,autoimmune,CHEMBL1064,3.0,23.51,34.51,False,0.3,0.3783783783783784
KEAP1,Multiple Sclerosis,autoimmune,CHEMBL2107333,4.0,17.93,41.8,False,0.6,0.4594594594594595
ITGB7,Multiple Sclerosis,autoimmune,CHEMBL2104967,2.0,62.27,17.23,True,0.2,0.1621621621621621
SCN4A,Multiple Sclerosis,autoimmune,CHEMBL2107762,2.0,0.0,5.51,False,0.0,0.1081081081081081
SCN5A,Multiple Sclerosis,autoimmune,CHEMBL2107762,2.0,0.0,18.58,False,0.0,0.1081081081081081
MS4A1,Multiple Sclerosis,autoimmune,CHEMBL2108041,4.0,0.0,8.92,False,0.0,0.1351351351351351
S1PR5,Multiple Sclerosis,autoimmune,CHEMBL544665,4.0,5.07,15.94,False,0.1,0.2162162162162162
S1PR4,Multiple Sclerosis,autoimmune,CHEMBL544665,4.0,0.0,27.15,False,0.1,0.2432432432432432
S1PR1,Multiple Sclerosis,autoimmune,CHEMBL544665,4.0,6.26,29.35,False,0.4,0.2702702702702703
SLC6A3,Multiple Sclerosis,autoimmune,CHEMBL1201192,2.0,0.0,7.65,False,0.0,0.1081081081081081
FGFR2,Multiple Sclerosis,autoimmune,CHEMBL1201821,1.0,5.13,13.28,False,0.1,0.081081081081081
CD80,Multiple Sclerosis,autoimmune,CHEMBL1201823,2.0,11.29,0.0,True,0.0,0.2972972972972973
CD86,Multiple Sclerosis,autoimmune,CHEMBL1201823,2.0,26.86,18.65,True,0.1,0.027027027027027
TNFSF13B,Multiple Sclerosis,autoimmune,CHEMBL1789843,2.0,0.0,0.0,False,0.0,0.0
CD52,Multiple Sclerosis,autoimmune,CHEMBL1201587,4.0,9.65,0.0,True,0.2,0.1891891891891892
IL1R1,Multiple Sclerosis,autoimmune,CHEMBL1201570,1.0,5.72,333.19,False,0.2,0.6486486486486487
MC2R,Multiple Sclerosis,autoimmune,CHEMBL1201610,4.0,0.0,111.82,False,0.0,0.1081081081081081
CSF3R,Multiple Sclerosis,autoimmune,CHEMBL1201567,1.0,137.23,31.13,True,0.3,0.3243243243243243
IFNAR1,Multiple Sclerosis,autoimmune,CHEMBL1201562,4.0,18.05,43.92,False,0.3,0.2432432432432432
IFNAR1,Multiple Sclerosis,autoimmune,CHEMBL1201563,4.0,18.05,43.92,False,0.3,0.2432432432432432
IGF1R,Multiple Sclerosis,autoimmune,CHEMBL1201716,2.0,13.29,64.15,False,0.2,0.2972972972972973
ITGB7,Multiple Sclerosis,autoimmune,CHEMBL1201607,4.0,62.27,17.23,True,0.2,0.1621621621621621
MS4A1,Multiple Sclerosis,autoimmune,CHEMBL1201576,3.0,0.0,8.92,False,0.0,0.1351351351351351
CD19,Multiple Sclerosis,autoimmune,CHEMBL2109334,1.0,83.95,15.34,True,0.1,0.2702702702702703
CSF2,Multiple Sclerosis,autoimmune,CHEMBL2109433,1.0,20.08,203.2,False,0.2,0.1351351351351351
MS4A1,Multiple Sclerosis,autoimmune,CHEMBL2108354,3.0,0.0,8.92,False,0.0,0.1351351351351351
IFNAR1,Multiple Sclerosis,autoimmune,CHEMBL2108677,4.0,18.05,43.92,False,0.3,0.2432432432432432
GRIA2,Multiple Sclerosis,autoimmune,CHEMBL3545042,2.0,0.0,0.0,False,0.0,0.027027027027027
GRIA1,Multiple Sclerosis,autoimmune,CHEMBL3545042,2.0,0.0,0.0,False,0.0,0.027027027027027
KIT,Multiple Sclerosis,autoimmune,CHEMBL1908391,3.0,21.29,137.44,False,0.3,0.3513513513513513
FGFR3,Multiple Sclerosis,autoimmune,CHEMBL1908391,3.0,21.59,21.82,False,0.1,0.1081081081081081
PDGFRA,Multiple Sclerosis,autoimmune,CHEMBL1908391,3.0,4.42,134.3,False,0.2,0.2702702702702703
PDGFRB,Multiple Sclerosis,autoimmune,CHEMBL1908391,3.0,0.0,30.47,False,0.0,0.2162162162162162
S1PR1,Multiple Sclerosis,autoimmune,CHEMBL2336071,4.0,6.26,29.35,False,0.4,0.2702702702702703
CCR2,Multiple Sclerosis,autoimmune,CHEMBL3707228,2.0,7.74,6.95,True,0.1,0.2162162162162162
S1PR1,Multiple Sclerosis,autoimmune,CHEMBL3707246,4.0,6.26,29.35,False,0.4,0.2702702702702703
S1PR5,Multiple Sclerosis,autoimmune,CHEMBL3707247,3.0,5.07,15.94,False,0.1,0.2162162162162162
S1PR1,Multiple Sclerosis,autoimmune,CHEMBL1096146,4.0,6.26,29.35,False,0.4,0.2702702702702703
KEAP1,Multiple Sclerosis,autoimmune,CHEMBL3989944,4.0,17.93,41.8,False,0.6,0.4594594594594595
BTK,Multiple Sclerosis,autoimmune,CHEMBL4072833,3.0,209.73,65.13,True,0.4,0.2432432432432432
BTK,Multiple Sclerosis,autoimmune,CHEMBL4065122,3.0,209.73,65.13,True,0.4,0.2432432432432432
DHODH,Multiple Sclerosis,autoimmune,CHEMBL197194,3.0,19.91,36.24,False,0.2,0.2432432432432432
S1PR1,Multiple Sclerosis,autoimmune,CHEMBL4298150,4.0,6.26,29.35,False,0.4,0.2702702702702703
KEAP1,Multiple Sclerosis,autoimmune,CHEMBL589586,4.0,17.93,41.8,False,0.6,0.4594594594594595
TNFRSF13C,Multiple Sclerosis,autoimmune,CHEMBL4594357,2.0,0.0,104.09,False,0.1,0.2162162162162162
BTK,Multiple Sclerosis,autoimmune,CHEMBL4650323,3.0,209.73,65.13,True,0.4,0.2432432432432432
IMPDH1,Multiple Sclerosis,autoimmune,CHEMBL2106643,4.0,22.26,39.69,False,0.2,0.3513513513513513
IFNAR1,Multiple Sclerosis,autoimmune,CHEMBL1201561,3.0,18.05,43.92,False,0.3,0.2432432432432432
S1PR5,Multiple Sclerosis,autoimmune,CHEMBL5095050,4.0,5.07,15.94,False,0.1,0.2162162162162162
S1PR4,Multiple Sclerosis,autoimmune,CHEMBL5095050,4.0,0.0,27.15,False,0.1,0.2432432432432432
S1PR1,Multiple Sclerosis,autoimmune,CHEMBL5095050,4.0,6.26,29.35,False,0.4,0.2702702702702703
PTGS2,Multiple Sclerosis,autoimmune,CHEMBL118,2.0,6.62,3.24,True,0.2,0.1891891891891892
HRH1,Multiple Sclerosis,autoimmune,CHEMBL1172,3.0,140.89,65.51,True,0.4,0.4324324324324324
PPARA,Multiple Sclerosis,autoimmune,CHEMBL457,1.0,16.37,15.95,True,0.3,0.3513513513513513
PTGS2,Multiple Sclerosis,autoimmune,CHEMBL571,2.0,6.62,3.24,True,0.2,0.1891891891891892
CNR1,Multiple Sclerosis,autoimmune,CHEMBL190461,2.0,22.58,49.88,False,0.1,0.081081081081081
BTK,Multiple Sclerosis,autoimmune,CHEMBL4650485,2.0,209.73,65.13,True,0.4,0.2432432432432432
TNF,Dermatomyositis,autoimmune,CHEMBL1201572,2.0,36.86,19.49,True,0.1,0.1081081081081081
NR3C1,Dermatomyositis,autoimmune,CHEMBL131,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Dermatomyositis,autoimmune,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,Dermatomyositis,autoimmune,CHEMBL1650,4.0,56.91,9.43,True,0.2,0.1891891891891892
CD80,Dermatomyositis,autoimmune,CHEMBL1201823,3.0,11.29,0.0,True,0.0,0.2972972972972973
CD86,Dermatomyositis,autoimmune,CHEMBL1201823,3.0,26.86,18.65,True,0.1,0.027027027027027
PPIA,Dermatomyositis,autoimmune,CHEMBL160,3.0,17.44,7.85,True,0.5,0.4324324324324324
DHFR,Dermatomyositis,autoimmune,CHEMBL34259,3.0,33.89,42.56,False,0.6,0.3513513513513513
NR3C1,Dermatomyositis,autoimmune,CHEMBL650,3.0,56.91,9.43,True,0.2,0.1891891891891892
IL6R,Dermatomyositis,autoimmune,CHEMBL1237022,2.0,99.59,82.9,True,0.5,0.3783783783783784
IL1R1,Dermatomyositis,autoimmune,CHEMBL1201570,2.0,5.72,333.19,False,0.2,0.6486486486486487
MC2R,Dermatomyositis,autoimmune,CHEMBL1201610,2.0,0.0,111.82,False,0.0,0.1081081081081081
TNF,Dermatomyositis,autoimmune,CHEMBL1201581,2.0,36.86,19.49,True,0.1,0.1081081081081081
MS4A1,Dermatomyositis,autoimmune,CHEMBL1201576,2.0,0.0,8.92,False,0.0,0.1351351351351351
S1PR1,Dermatomyositis,autoimmune,CHEMBL2336071,2.0,6.26,29.35,False,0.4,0.2702702702702703
TLR7,Dermatomyositis,autoimmune,CHEMBL4297995,2.0,0.0,3.51,False,0.1,0.027027027027027
TLR8,Dermatomyositis,autoimmune,CHEMBL4297995,2.0,0.0,0.0,False,0.0,0.054054054054054
TLR9,Dermatomyositis,autoimmune,CHEMBL4297995,2.0,9.84,44.51,False,0.1,0.1621621621621621
JAK2,Dermatomyositis,autoimmune,CHEMBL2105759,3.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,Dermatomyositis,autoimmune,CHEMBL2105759,3.0,12.81,85.48,False,0.2,0.2972972972972973
JAK1,Dermatomyositis,autoimmune,CHEMBL4297477,3.0,12.81,85.48,False,0.2,0.2972972972972973
TYK2,Dermatomyositis,autoimmune,CHEMBL4297477,3.0,20.2,73.07,False,0.3,0.3783783783783784
TLR7,Dermatomyositis,autoimmune,CHEMBL4802159,2.0,0.0,3.51,False,0.1,0.027027027027027
TLR8,Dermatomyositis,autoimmune,CHEMBL4802159,2.0,0.0,0.0,False,0.0,0.054054054054054
NR3C1,"Dermatitis, Atopic",skin,CHEMBL632,2.0,56.91,9.43,True,0.2,0.1891891891891892
PPIA,"Dermatitis, Atopic",skin,CHEMBL160,3.0,17.44,7.85,True,0.5,0.4324324324324324
FKBP1A,"Dermatitis, Atopic",skin,CHEMBL1200686,4.0,10.99,52.01,False,0.2,0.3243243243243243
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1161,2.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1201109,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1497,3.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1159650,1.0,56.91,9.43,True,0.2,0.1891891891891892
DHFR,"Dermatitis, Atopic",skin,CHEMBL34259,3.0,33.89,42.56,False,0.6,0.3513513513513513
SLC6A2,"Dermatitis, Atopic",skin,CHEMBL1201156,1.0,0.0,0.0,False,0.0,0.027027027027027
SLC6A4,"Dermatitis, Atopic",skin,CHEMBL1201156,1.0,4.7,0.0,True,0.1,0.1081081081081081
NR3C1,"Dermatitis, Atopic",skin,CHEMBL131,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1650,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL635,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL384467,4.0,56.91,9.43,True,0.2,0.1891891891891892
NR3C1,"Dermatitis, Atopic",skin,CHEMBL2021430,4.0,56.91,9.43,True,0.2,0.1891891891891892
IGHE,"Dermatitis, Atopic",skin,CHEMBL1201589,1.0,3.22,11.14,False,0.1,0.054054054054054
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1473,4.0,56.91,9.43,True,0.2,0.1891891891891892
IL13,"Dermatitis, Atopic",skin,CHEMBL1743035,4.0,3.31,99.09,False,0.2,0.1621621621621621
IGHE,"Dermatitis, Atopic",skin,CHEMBL2109457,2.0,3.22,11.14,False,0.1,0.054054054054054
NR3C1,"Dermatitis, Atopic",skin,CHEMBL2103876,2.0,56.91,9.43,True,0.2,0.1891891891891892
PTGDR2,"Dermatitis, Atopic",skin,CHEMBL3137332,2.0,5.28,3.67,True,0.2,0.1081081081081081
PTGDR2,"Dermatitis, Atopic",skin,CHEMBL560993,2.0,5.28,3.67,True,0.2,0.1081081081081081
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1200384,1.0,56.91,9.43,True,0.2,0.1891891891891892
VDR,"Dermatitis, Atopic",skin,CHEMBL1042,2.0,30.94,15.24,True,0.4,0.1621621621621621
IL22,"Dermatitis, Atopic",skin,CHEMBL1743017,2.0,0.0,0.0,False,0.0,0.0
IL17A,"Dermatitis, Atopic",skin,CHEMBL1743068,2.0,0.0,0.0,False,0.0,0.0
IL4R,"Dermatitis, Atopic",skin,CHEMBL2108675,4.0,24.75,50.92,False,0.5,0.2162162162162162
NR3C1,"Dermatitis, Atopic",skin,CHEMBL1451,2.0,56.91,9.43,True,0.2,0.1891891891891892
TRPV1,"Dermatitis, Atopic",skin,CHEMBL3707398,3.0,0.0,0.0,False,0.0,0.027027027027027
NTRK1,"Dermatitis, Atopic",skin,CHEMBL4297182,2.0,10.46,79.17,False,0.4,0.2432432432432432
TACR1,"Dermatitis, Atopic",skin,CHEMBL105060,2.0,0.0,0.0,False,0.0,0.1891891891891892
HRH4,"Dermatitis, Atopic",skin,CHEMBL1915540,2.0,6.54,0.0,True,0.1,0.0
IL13,"Dermatitis, Atopic",skin,CHEMBL1743081,4.0,3.31,99.09,False,0.2,0.1621621621621621
JAK1,"Dermatitis, Atopic",skin,CHEMBL3655081,4.0,12.81,85.48,False,0.2,0.2972972972972973
JAK2,"Dermatitis, Atopic",skin,CHEMBL2105759,3.0,21.27,62.01,False,0.2,0.2432432432432432
JAK1,"Dermatitis, Atopic",skin,CHEMBL2105759,3.0,12.81,85.48,False,0.2,0.2972972972972973
VDR,"Dermatitis, Atopic",skin,CHEMBL1200666,2.0,30.94,15.24,True,0.4,0.1621621621621621
ADORA3,"Dermatitis, Atopic",skin,CHEMBL113,1.0,43.73,24.52,True,0.4,0.2162162162162162
ADORA1,"Dermatitis, Atopic",skin,CHEMBL113,1.0,0.0,198.31,False,0.0,0.2432432432432432
ADORA2A,"Dermatitis, Atopic",skin,CHEMBL113,1.0,2.81,2.2,True,0.1,0.1081081081081081
