disease,category,mol_id,max_phase,efo_term
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1201182,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1683544,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1201827,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1201585,2.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL2108359,3.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1349,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL27,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1771,3.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1771,3.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL2146883,0.5,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL571209,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL235668,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL65375,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL65375,2.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3137343,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3301587,2.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3301589,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297190,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3544993,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1738758,0.5,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL1079175,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3186534,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3186534,2.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3186534,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3707227,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3894860,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3990016,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL483465,2.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297422,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4292264,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297800,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297813,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297813,1.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297828,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297831,3.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297843,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297856,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4297888,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4298024,1.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4298025,4.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4298056,1.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3392776,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4594485,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4594550,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4594350,1.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL4650392,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL5095036,0.5,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL5095273,2.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL5314425,1.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL5095352,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL3689071,1.0,pancreatic carcinoma
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL5314535,2.0,Malignant Pancreatic Neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL5314708,1.0,pancreatic neoplasm
Pancreatic Neoplasms,pancreatic_cancer,CHEMBL6068016,1.0,pancreatic carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL848,2.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL11359,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL105,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL535,2.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL888,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL428647,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1743052,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3301587,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL272980,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1743062,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201748,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1289601,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2105717,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108568,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1094636,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108738,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1096885,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200711,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2110725,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL11359,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545252,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1358,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL428647,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL384467,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200932,0.5,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201138,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL185,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL105,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL414804,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL289228,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1351,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2360464,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200796,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1773,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL888,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200574,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108658,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL535,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1683544,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201568,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1237022,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1789844,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201583,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL225072,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL189963,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL502835,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL521686,2.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3137343,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3301587,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3301589,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297187,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3963485,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545262,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3544916,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3544954,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3707227,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3707349,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545376,4.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3833373,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3990022,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL71263,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297420,0.5,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297522,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297690,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297985,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1336,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200485,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL27759,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108705,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1614701,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2105717,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108738,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108627,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1908360,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL77305,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL378544,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1096885,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200981,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201179,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2110725,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL11359,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1006,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3989514,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545252,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL413,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL566,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL538943,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1431,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL413376,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL428647,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL118,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL73822,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL196,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1370561,0.5,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL270190,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL456,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL384467,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1034,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL53463,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2030434,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1024,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL185,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL185,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201785,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1637,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1637,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL34259,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL105,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL20883,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL414804,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL877,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL289228,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1351,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL8,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2360464,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL109,0.5,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200544,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3989727,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200796,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL359744,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1079742,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL298734,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL939,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL888,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1140,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL786,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL7301,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1064,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201438,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108905,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2109059,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108506,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2109229,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3544907,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201718,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108609,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108615,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108658,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL535,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL24828,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL288441,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL848,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL109480,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201182,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201733,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL343448,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201568,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201827,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1789844,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201583,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201577,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201567,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201481,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201670,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201585,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2109503,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1743052,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL159,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL522892,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL225072,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL830,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL7492,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL553,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1186894,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL477772,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1082407,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1567,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2109500,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3039556,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL521686,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3137343,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3137343,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3301610,0.5,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3301571,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3301587,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3301589,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3963485,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545369,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1976040,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1852688,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3707227,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545376,4.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3833373,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2336325,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3990016,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3990041,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL297453,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL44,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1980825,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2064455,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4279455,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3414621,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3260567,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297690,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297716,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297739,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297840,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297840,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297843,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297843,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297848,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4298001,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4298050,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4298191,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4594462,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4594478,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4594560,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL73822,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL53463,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL34259,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1671,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201438,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108581,1.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL159,3.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL417,3.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3137320,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545262,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545369,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3621988,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297715,2.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297876,2.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4297877,2.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4298001,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4298037,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4298079,2.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4650472,2.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108581,1.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545185,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545376,4.0,urinary bladder cancer
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4594284,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL4068509,1.0,urothelial carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1200485,2.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1742982,2.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201748,2.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2105717,2.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108738,3.0,bladder tumor
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2108738,3.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL378544,3.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL1201179,2.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL2110725,3.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL11359,3.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL3545252,3.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL413,3.0,urinary bladder carcinoma
Urinary Bladder Neoplasms,bladder_cancer,CHEMBL777,3.0,urinary bladder cancer
