disease,category,mol_id,max_phase,efo_term
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2105712,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1471,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201583,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1023,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL846,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201577,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL601719,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1421,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545252,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1079742,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1908360,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL710,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL939,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1637,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL428647,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743062,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1567,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL98,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201192,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1489,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2403108,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1683544,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1789844,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL628,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108738,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL521686,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3137343,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL24828,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4303669,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103868,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1237023,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201567,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1715,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1064,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1200485,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL538943,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL118,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL730,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201585,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201748,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1289926,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201182,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743082,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743047,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1738797,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3707320,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743085,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL11359,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2110732,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1200796,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL25,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545311,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103798,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107881,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2105734,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3039544,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1229517,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743003,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1646,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1351,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1431,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL810,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL180022,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1614701,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL374478,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1434,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL44657,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107861,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL507361,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL848,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1289494,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3301578,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL217092,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201476,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743022,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1742989,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL196,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3039556,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2007641,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1697733,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2017974,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL14762,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3137331,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1738889,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL64391,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3301610,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545308,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1450,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743059,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL522892,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1222251,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108479,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201827,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108882,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108359,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1200374,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2109384,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103882,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1200574,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1140,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL45,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL101253,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1276308,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103979,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL372764,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3353410,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3301587,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL502835,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL888,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1173655,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL535,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103875,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2105717,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1171837,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1289601,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1336,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL500576,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103839,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2105681,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1835207,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL109,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL468,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201481,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL553,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3286830,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4303214,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3786343,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545414,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3787344,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL553025,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3707227,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL225072,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL506871,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108658,4.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4113131,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1683590,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL283120,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL477772,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3833373,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545396,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4303201,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3188267,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3647420,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1234886,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3545307,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1278146,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201568,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3301612,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL572878,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL554,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3039521,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103879,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103793,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL491473,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2219773,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL4297063,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107846,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL572881,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1742982,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201834,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743001,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL27759,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743019,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107856,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL272980,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL377559,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2304041,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL68117,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1628688,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL223360,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1096380,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2103847,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743006,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743079,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2219774,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2105704,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1091644,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2028663,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743024,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743041,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743051,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1233528,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1743018,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108568,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL483254,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL521851,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1873475,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL545315,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1200711,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2110725,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL429876,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1741,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1642,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL146428,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1751,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1358,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL348475,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL413,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL964,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL566,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL532,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL413376,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1200989,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1200380,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL5483015,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1172,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL902,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1043,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL384467,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1200699,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1282,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1024,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1444,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201138,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201752,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL185,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1622,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL374975,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL324846,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1703,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL105,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL181932,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL137,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL122,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL20883,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL414804,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL455186,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1607,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL38,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL289228,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL359744,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL488025,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1366,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1730601,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201129,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1773,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL298734,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1355736,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL1201438,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL307261,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2104318,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3833367,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107319,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107337,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107357,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL607707,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2104985,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107376,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2107759,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL3544910,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL94657,1.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108585,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108621,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108038,2.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108628,3.0,non-small cell lung carcinoma
"Carcinoma, Non-Small-Cell Lung",lung_cancer,CHEMBL2108060,2.0,non-small cell lung carcinoma
